Income year,Lodgment method,Gender,Taxable status,State / Territory,Age range,"Number of individuals
no.","Salary or wages 
no.","Salary or wages 
$","Total Income or Loss 
no.","Total Income or Loss 
$","Total work related car expenses 
no.","Total work related car expenses 
$","Work related travel expenses 
no.","Work related travel expenses 
$","Total work related uniform/clothing expenses 
no.","Total work related uniform/clothing expenses 
$","Total work related self education expenses 
no.","Total work related self education expenses 
$","Other work related expenses 
no.","Other work related expenses 
$","Gifts or donations 
no.","Gifts or donations 
$","Cost of managing tax affairs 
no.","Cost of managing tax affairs 
$","Total deductions 
no.","Total deductions 
$","Capital gains net capital gain 
no.","Capital gains net capital gain 
$","Net rent - profit 
no.","Net rent - profit 
$","Net rent - loss 
no.","Net rent - loss 
$","Net rent 
no.","Net rent 
$","Total business income 
no.","Total business income 
$","Total business expenses 
no.","Total business expenses 
$","Net income or loss from business 
no.","Net income or loss from business 
$","Taxable income or loss 
no.","Taxable income or loss 
$","Net tax 
no.","Net tax 
$"
2014–15,Self preparer,Male,Non Taxable,WA,e. 35 - 39,1902,1215,13237930,1814,21218675,149,282819,84,208834,398,105149,87,167412,244,338565,187,70599,84,15863,634,1442396,30,196512,42,188005,84,-1160426,126,-972421,186,4046567,155,3364328,194,660323,1816,19500800,0,0
2014–15,Self preparer,Male,Non Taxable,WA,f. 40 - 44,1572,914,10079427,1482,17401049,122,251046,60,63263,306,74459,51,95954,211,201804,152,60609,94,25039,523,888290,30,192766,42,269847,67,-834916,109,-565069,202,5874525,184,5323636,206,471975,1465,16127695,0,0
2014–15,Self preparer,Male,Non Taxable,WA,g. 45 - 49,1273,631,7179959,1192,13989084,88,214546,40,86757,221,66014,51,126176,177,209908,129,42088,88,33912,416,953871,18,112605,40,284140,64,-881621,104,-597481,175,4741489,157,3512819,181,1072938,1191,12839634,0,0
2014–15,Self preparer,Male,Non Taxable,WA,h. 50 - 54,1263,594,7044652,1189,14315775,88,157737,38,42462,179,38405,26,51936,157,200305,138,42342,65,25684,394,761178,31,119087,50,333095,60,-610364,110,-277269,188,6577498,166,5522111,193,1020069,1176,12965805,0,0
2014–15,Self preparer,Male,Non Taxable,WA,i. 55 - 59,1355,568,6988065,1306,17640703,71,149012,30,72617,165,33526,25,25758,151,189726,192,77110,80,24306,431,1038849,41,102692,68,592973,66,-954615,134,-361642,159,5510993,154,4724978,164,749292,1302,16392958,0,0
2014–15,Self preparer,Male,Non Taxable,WA,j. 60 - 64,2069,707,7054750,2027,22045006,82,144168,28,15748,183,37345,19,11618,177,167166,341,141651,125,34600,636,1192455,78,404947,148,1184576,65,-661224,213,523352,137,3564151,124,2809201,139,846526,2014,20471274,0,0
2014–15,Self preparer,Male,Non Taxable,WA,k. 65 - 69,3209,803,7942847,3188,44807305,78,153799,17,29257,191,34445,14,7502,207,124056,650,298027,182,53746,1029,1306143,172,611527,206,1496351,58,-573390,264,922961,152,3394501,140,2448527,160,795477,3178,43401693,0,0
2014–15,Self preparer,Male,Non Taxable,WA,l. 70 - 74,2779,420,3918317,2764,35574667,48,101333,11,4918,86,12789,7,3437,94,47181,466,213613,91,66127,683,757058,138,320464,124,916440,31,-183252,155,733188,61,1001291,53,736099,64,174751,2759,34758523,0,0
2014–15,Self preparer,Male,Non Taxable,WA,m. 75 and over,3877,209,1765146,3863,45760864,21,40675,9,14195,35,10613,11,4475,48,23544,652,543220,81,18963,844,893253,189,347631,86,719946,13,-36889,99,683057,36,688506,35,615304,39,-115146,3860,44812941,0,0
2014–15,Self preparer,Male,Taxable,ACT,a. Under 18,31,9,141522,31,242876,0,0,0,0,4,955,1,1572,1,456,3,40,1,300,8,3403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,239473,31,13555
2014–15,Self preparer,Male,Taxable,ACT,b. 18 - 24,4710,4690,193456109,4710,202087310,1059,2026682,498,382198,2507,736308,715,790096,2011,1898086,1289,288473,231,33798,3474,6193290,75,287946,10,38463,18,-101462,30,-62999,69,1195349,52,453494,70,756188,4710,195891522,4710,28373583
2014–15,Self preparer,Male,Taxable,ACT,c. 25 - 29,6192,6163,386366487,6192,395398531,1914,4013767,889,750921,2783,818486,1006,1901549,3071,3034241,2351,825472,465,93341,4941,11821868,140,270179,28,111168,229,-2044809,257,-1933641,145,2587065,125,1588648,146,997155,6192,383576727,6192,80656706
2014–15,Self preparer,Male,Taxable,ACT,d. 30 - 34,6356,6308,513042100,6356,520401423,2153,4314145,944,971276,2459,748051,992,1867621,3578,3718248,2756,1226528,588,148299,5271,13738765,169,406276,90,315819,470,-4918718,560,-4602899,136,3507761,134,2278307,150,1079566,6356,506613340,6356,124257137
2014–15,Self preparer,Male,Taxable,ACT,e. 35 - 39,5077,5025,457849932,5077,465046552,1665,3408756,779,866492,1795,532358,731,1337908,3005,3253068,2456,1265996,515,147969,4304,11557457,161,490240,108,479823,467,-5186150,576,-4706327,131,3703878,120,2400068,143,1257972,5077,453473067,5077,118162126
2014–15,Self preparer,Male,Taxable,ACT,f. 40 - 44,4290,4234,421034052,4290,431696617,1249,2507737,529,495367,1370,406884,504,825246,2600,2863597,2327,1348487,447,111599,3667,9725957,166,569299,119,594489,395,-4933549,514,-4339060,108,3741835,102,2007291,113,1630067,4290,421907015,4290,115110858
2014–15,Self preparer,Male,Taxable,ACT,g. 45 - 49,3395,3328,345974190,3395,360199564,940,1687523,444,464951,1086,302387,335,473946,2047,2162211,1982,1216601,333,94797,2939,7836727,134,538584,108,635843,372,-4606142,480,-3970299,66,2721708,63,1520631,73,958314,3395,352294275,3395,98212946
2014–15,Self preparer,Male,Taxable,ACT,h. 50 - 54,2992,2898,302918370,2992,324402376,683,1147062,335,318558,846,220792,231,270553,1819,1963130,1825,1226822,303,97109,2604,6550986,173,1026299,130,860974,312,-4090087,442,-3229113,67,4047643,66,2764780,73,1021592,2992,317851147,2992,89680067
2014–15,Self preparer,Male,Taxable,ACT,i. 55 - 59,2472,2106,193815813,2472,261399520,485,840201,237,281706,594,141807,125,175511,1302,1368317,1557,1124708,250,102369,2128,7468142,156,1157145,121,902758,242,-3130024,363,-2227266,70,7550768,66,5652224,75,1878362,2472,253919190,2472,66252371
2014–15,Self preparer,Male,Taxable,ACT,j. 60 - 64,1921,1212,98049867,1921,171765029,266,433651,118,168766,313,86554,57,74624,745,877100,1219,1074343,189,86575,1602,8305710,126,1691459,144,1048919,178,-2322712,323,-1273793,67,4420648,63,2188247,66,2178692,1921,163418709,1921,37031289
2014–15,Self preparer,Male,Taxable,ACT,k. 65 - 69,1395,526,32019487,1395,103948850,112,177344,59,109539,120,26360,20,15403,330,357577,962,976356,136,50330,1111,3866183,112,2065587,96,735367,68,-824890,164,-89523,49,1847565,47,987918,52,843561,1395,99956020,1395,17734194
2014–15,Self preparer,Male,Taxable,ACT,l. 70 - 74,743,125,4605710,743,46182605,30,41757,12,16941,37,5728,5,899,86,64413,525,610613,87,34663,591,1589084,79,607349,53,439363,27,-206393,80,232970,16,503126,13,228662,17,270360,743,44570164,743,5519357
2014–15,Self preparer,Male,Taxable,ACT,m. 75 and over,951,50,1246473,951,64523168,15,13231,8,28675,5,1864,5,424,72,43687,676,873984,122,61434,755,1484837,118,961913,73,744271,14,-68995,87,675276,5,294504,6,292652,8,-7286,951,63038189,951,9731920
2014–15,Self preparer,Male,Taxable,Overseas or unknown,a. Under 18,9,7,187174,9,196629,0,0,1,1356,2,942,1,52,2,1240,0,0,1,10,4,3600,1,504,0,0,0,0,0,0,0,0,0,0,0,0,9,193030,9,12889
2014–15,Self preparer,Male,Taxable,Overseas or unknown,b. 18 - 24,1975,1909,58801639,1975,67159031,292,668864,203,211226,761,216841,193,311402,573,1999418,286,67660,73,9699,1033,3527803,28,93779,13,52331,15,-82632,28,-30301,46,1281728,30,504099,49,1882207,1975,63624183,1975,9483961
2014–15,Self preparer,Male,Taxable,Overseas or unknown,c. 25 - 29,6300,5901,335545418,6299,380722974,1647,3982313,1113,1445478,2811,824138,776,1786861,3011,6597718,2018,879697,650,314814,4603,18106942,285,2177247,266,1838722,709,-7062594,975,-5223872,345,18020516,294,10980718,383,7417422,6300,362505231,6300,78996866
2014–15,Self preparer,Male,Taxable,Overseas or unknown,d. 30 - 34,3521,3198,206147470,3521,229366761,775,1914837,544,926319,1223,355697,344,684868,1445,3711417,767,327930,316,89448,2217,8297079,131,1143963,187,1156758,221,-1843816,409,-687058,162,7003667,146,3180809,183,3959095,3521,220980110,3521,52033485
2014–15,Self preparer,Male,Taxable,Overseas or unknown,e. 35 - 39,2388,2058,168981679,2386,189491613,570,1401451,410,784757,774,257792,242,632224,1097,1554122,679,378788,281,120021,1615,5640808,127,1430147,259,1823922,234,-2725995,493,-902073,123,8938161,104,5186397,136,4254931,2388,183806564,2388,48291562
2014–15,Self preparer,Male,Taxable,Overseas or unknown,f. 40 - 44,1791,1456,136657161,1790,158976256,392,1108216,277,633849,557,178751,158,317253,817,1250035,561,493679,211,72495,1207,5527526,103,784248,269,1925218,191,-2204905,461,-279687,76,5447538,66,3434511,90,4976828,1791,153385079,1791,44072857
2014–15,Self preparer,Male,Taxable,Overseas or unknown,g. 45 - 49,1381,1026,97178355,1380,116930290,252,660795,178,342758,405,117764,82,192459,580,794136,408,307724,161,49804,873,3473030,90,1482612,272,2484167,130,-1694198,404,789969,58,3683414,59,1743960,71,2510884,1381,113446481,1381,32483450
2014–15,Self preparer,Male,Taxable,Overseas or unknown,h. 50 - 54,1138,800,74367725,1137,93245934,177,471956,131,285017,316,86222,67,100178,484,644610,354,342350,125,41132,718,2814626,81,1131827,261,2392781,100,-1271598,361,1121183,44,2333074,36,1171926,50,2387197,1138,90362665,1138,25926132
2014–15,Self preparer,Male,Taxable,Overseas or unknown,i. 55 - 59,978,635,57294029,977,79414833,149,328106,90,193819,242,61228,48,83073,362,567082,324,296562,118,58602,610,2724441,60,1282612,245,2773131,98,-1162879,344,1610252,46,5265766,40,3915427,47,1248638,978,76616720,978,20210268
2014–15,Self preparer,Male,Taxable,Overseas or unknown,j. 60 - 64,652,369,31051006,652,46738040,66,129845,40,78606,129,28191,17,34168,191,211047,213,155967,63,15543,380,1478123,69,1559038,186,1818445,50,-462192,236,1356253,34,3521074,31,2109631,35,1326001,652,45199361,652,12260537
2014–15,Self preparer,Male,Taxable,Overseas or unknown,k. 65 - 69,427,177,12821656,427,25349435,36,90672,22,82063,62,12308,10,8529,106,121158,132,140635,37,18043,235,1097214,43,764533,142,1434074,19,-138817,161,1295257,19,1034127,19,622360,24,601061,427,24209231,427,5900508
2014–15,Self preparer,Male,Taxable,Overseas or unknown,l. 70 - 74,162,38,2177373,162,9286991,5,17103,1,62,7,1706,0,0,14,19111,49,74419,17,25988,68,367638,18,125200,48,500498,4,-7508,52,492990,3,428188,4,133543,4,308788,162,8910396,162,2032072
2014–15,Self preparer,Male,Taxable,Overseas or unknown,m. 75 and over,149,9,329443,149,8160942,1,330,0,0,0,0,0,0,3,1140,66,147540,18,39638,78,305838,32,696026,54,992391,4,-52972,58,939419,3,794812,3,373522,3,421290,149,7799658,149,1694968
2014–15,Self preparer,Male,Taxable,NSW,a. Under 18,485,293,6924843,485,8132748,50,100753,40,37384,206,59303,73,59979,147,151016,56,4162,19,1580,261,417306,17,34464,0,0,0,0,0,0,2,36981,2,8305,2,28676,485,7715434,485,541483
2014–15,Self preparer,Male,Taxable,NSW,b. 18 - 24,44888,44655,1723340503,44888,1814015486,11614,26610163,6458,5606900,27183,8815277,7317,9435909,21296,20657746,12442,2512039,3635,496747,34651,74786242,559,1913158,106,462519,325,-2034606,431,-1572087,648,12414788,511,6208708,674,6142787,44888,1739216591,44888,232776886
2014–15,Self preparer,Male,Taxable,NSW,c. 25 - 29,56743,56229,3338595885,56743,3451388467,18474,47826347,11767,12325314,32731,11406586,9619,18223105,33379,39772015,20978,7196411,5999,1051140,47772,141022071,1337,4517789,602,2728178,2089,-16274439,2693,-13546261,1568,43265698,1381,25054041,1641,18061347,56742,3310196560,56743,673112589
2014–15,Self preparer,Male,Taxable,NSW,d. 30 - 34,55417,54626,4168754751,55416,4311934665,19746,53730922,12233,14656019,30535,10477686,9157,19130956,35725,46210782,22577,9440398,6938,1402235,48104,160807314,1448,6247287,1054,5503701,3514,-30123955,4575,-24620254,1926,107980799,1783,79364050,2052,27799094,55417,4150795129,55417,997569179
2014–15,Self preparer,Male,Taxable,NSW,e. 35 - 39,43820,42993,3800074619,43820,3969248828,15387,43089881,9319,12184769,23233,7858648,6455,12774426,29426,39260178,19680,9130542,5900,1319244,38675,136290396,1423,14165443,1127,6461958,3211,-30747074,4338,-24285116,1534,97109315,1441,69320854,1643,26949758,43820,3831868188,43820,1008052666
2014–15,Self preparer,Male,Taxable,NSW,f. 40 - 44,36944,36011,3400907819,36944,3603579293,12330,34214495,7125,10120300,19237,6209914,4466,7386775,24907,32307646,18219,9485225,4994,1270429,32829,112691708,1274,11694856,1155,7098839,2706,-28341295,3866,-21242456,1377,216676847,1350,185332785,1469,29825525,36944,3490042120,36944,959344440
2014–15,Self preparer,Male,Taxable,NSW,g. 45 - 49,28436,27504,2604626590,28435,2810086417,8537,23628910,4750,6939689,14892,4693633,2768,4146979,18879,23585169,14588,8588433,3751,1020195,25403,84596432,1137,12580888,1083,8593367,2069,-23825528,3155,-15232161,1020,120831540,1004,94078285,1083,26417303,28436,2724956424,28436,758313965
2014–15,Self preparer,Male,Taxable,NSW,h. 50 - 54,27056,25889,2326283588,27056,2565097441,7103,17674010,3741,6351685,14173,4126702,2037,2445698,17735,20659423,14671,8763326,3297,956686,24246,75285146,1183,16421627,1288,11219067,2049,-23659118,3341,-12440051,1022,85924252,996,60327293,1072,25185339,27056,2489556016,27056,679840727
2014–15,Self preparer,Male,Taxable,NSW,i. 55 - 59,22745,20803,1696500355,22745,2254806257,5262,12016170,2632,3749759,11235,3139561,1215,1174082,14231,15096507,12601,8312678,2594,736299,20096,60842251,1132,245301006,1422,12429108,1568,-16570152,2994,-4141044,899,67217314,868,39374681,928,27467756,22744,2193663861,22745,609389676
2014–15,Self preparer,Male,Taxable,NSW,j. 60 - 64,15194,13013,890742606,15194,1140863401,2930,6830862,1399,2034140,6662,1809664,599,571907,8188,8041519,8361,5926208,1747,663663,12951,41100410,869,14671398,1258,12920972,820,-7631056,2079,5289916,658,64765301,631,46258498,677,17725109,15194,1099109661,15194,255892472
2014–15,Self preparer,Male,Taxable,NSW,k. 65 - 69,7167,4815,287801875,7167,505555119,995,2366821,476,882981,2106,533991,202,155392,2841,2792005,4030,3616577,755,293904,5752,19027674,663,12601603,852,11410064,306,-2417889,1160,8992175,338,24941445,315,16036925,341,8233453,7167,486402001,7167,102658233
2014–15,Self preparer,Male,Taxable,NSW,l. 70 - 74,2764,1107,55687026,2764,184051278,227,482992,113,221320,393,97181,61,47025,655,677390,1635,6174295,289,137730,2117,11173281,399,6520777,389,6093501,72,-416667,461,5676834,142,6095633,142,2731955,147,3345261,2764,172844876,2764,33029375
2014–15,Self preparer,Male,Taxable,NSW,m. 75 and over,4012,389,14319729,4012,312730029,83,144497,37,40275,106,24676,26,15720,295,229764,2484,6873035,566,314715,2951,11420331,818,17383818,522,10471654,36,-155164,559,10316490,70,4263072,69,2724208,73,1560782,4012,301204825,4012,69222992
2014–15,Self preparer,Male,Taxable,NT,a. Under 18,23,21,674854,23,683089,2,3085,1,230,13,5308,0,0,11,12005,3,297,1,150,16,21075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,662014,23,62385
2014–15,Self preparer,Male,Taxable,NT,b. 18 - 24,1483,1483,71427433,1483,73114830,506,1157462,195,267673,1078,415926,189,226845,826,1086001,438,99374,190,34433,1232,3305619,2,2442,3,7563,18,-77220,21,-69657,13,130804,9,74216,14,60679,1483,69809046,1483,11334880
2014–15,Self preparer,Male,Taxable,NT,c. 25 - 29,1931,1919,125234184,1931,128234473,791,1903181,351,408649,1470,571151,313,477911,1194,1753506,730,282349,333,66676,1691,5531320,30,36574,11,20879,77,-608486,88,-587607,44,809356,37,376534,48,435194,1931,122694665,1931,25730004
2014–15,Self preparer,Male,Taxable,NT,d. 30 - 34,1733,1723,129931994,1733,132749611,801,1942497,359,445422,1358,505883,331,577519,1159,1707445,721,293596,290,60826,1561,5659739,28,76600,27,88904,161,-1382678,188,-1293774,45,1091573,44,765157,47,327541,1733,127061044,1733,29165388
2014–15,Self preparer,Male,Taxable,NT,e. 35 - 39,1231,1219,102859598,1231,106197818,525,1257952,248,440835,923,332343,215,339502,826,1183266,534,213848,260,52643,1113,3994141,19,70196,32,127412,138,-1149189,170,-1021777,34,1780441,33,1197726,36,582715,1231,102203513,1231,25180979
2014–15,Self preparer,Male,Taxable,NT,f. 40 - 44,1062,1049,93217168,1062,95375648,404,979021,194,440272,788,274331,149,260807,711,983675,468,173488,200,118441,964,3376374,18,99955,33,178614,114,-1043843,147,-865229,30,997824,28,617924,30,382805,1062,91998879,1062,23190646
2014–15,Self preparer,Male,Taxable,NT,g. 45 - 49,799,781,68296507,799,71829723,242,590949,121,174259,565,186688,110,160722,494,632406,356,143792,131,39869,708,2109791,15,241257,32,170236,79,-826395,111,-656159,27,2051836,23,985501,27,1066335,799,69719935,799,17829885
2014–15,Self preparer,Male,Taxable,NT,h. 50 - 54,712,691,60374682,712,64279638,179,386172,100,135648,465,141802,69,75202,436,528688,301,165776,107,37957,622,1747237,14,132195,47,316467,74,-1007765,121,-691298,30,1637888,28,1066632,31,547634,712,62531937,712,16147534
2014–15,Self preparer,Male,Taxable,NT,i. 55 - 59,562,539,46028996,562,50359984,135,268287,67,148039,344,94550,38,48952,316,386621,250,139830,65,18214,485,1285366,12,151202,31,227857,67,-738104,98,-510247,21,1339035,21,752643,22,531186,562,49074621,562,12262659
2014–15,Self preparer,Male,Taxable,NT,j. 60 - 64,365,343,24709637,365,28317903,70,116348,35,53332,205,54156,19,17780,196,201963,176,112948,48,22831,311,787938,11,88864,29,220121,31,-262498,60,-42377,19,727504,16,245662,19,481842,365,27529990,365,6446543
2014–15,Self preparer,Male,Taxable,NT,k. 65 - 69,194,148,9659390,194,13721717,39,85289,9,24827,78,19603,10,8848,75,84050,86,52691,28,21769,149,424153,7,63134,17,257572,19,-257502,36,70,7,350930,7,164253,7,186677,194,13297556,194,2673357
2014–15,Self preparer,Male,Taxable,NT,l. 70 - 74,79,32,2312215,79,5268949,7,11655,1,423,14,2671,1,662,18,11525,36,32942,10,3425,54,98686,5,14274,11,202575,4,-40922,15,161653,3,26613,3,5104,3,21509,79,5170264,79,903152
2014–15,Self preparer,Male,Taxable,NT,m. 75 and over,49,9,327879,49,2651667,0,0,0,0,2,495,1,295,6,2884,30,22516,11,1968,36,47629,4,18994,5,32847,3,-14260,8,18587,2,32598,2,26662,2,5936,49,2604042,49,290473
2014–15,Self preparer,Male,Taxable,QLD,a. Under 18,411,344,8520532,411,9063638,51,100272,32,18048,237,75438,26,10847,161,121740,52,8201,18,1519,261,336640,15,3242,0,0,0,0,0,0,0,0,0,0,0,0,411,8726985,411,552053
2014–15,Self preparer,Male,Taxable,QLD,b. 18 - 24,38734,38568,1571420057,38734,1638172543,11623,28075198,5572,5549055,26671,8265372,4743,5090790,19061,19341379,10070,2006775,3462,484286,31230,69332291,312,672202,38,94196,184,-1135637,222,-1041441,582,10174441,460,4779190,607,5474510,38734,1568790449,38734,221883814
2014–15,Self preparer,Male,Taxable,QLD,c. 25 - 29,41341,40949,2417621267,41341,2501768281,16736,44593180,8483,10441014,29444,9594163,5785,9037378,24519,30960493,14353,4418141,4919,834428,35971,111903916,623,1685323,178,606053,1154,-8681304,1333,-8075251,1145,35627922,995,20680534,1200,14758049,41341,2389599704,41341,479074317
2014–15,Self preparer,Male,Taxable,QLD,d. 30 - 34,40412,39873,2840987422,40412,2933079803,17184,46758092,8795,11659087,28582,9194344,5779,9749334,25784,33627064,15987,5885383,5461,1097380,36127,122002971,720,2228518,384,1300218,2218,-18090293,2603,-16790075,1301,49107014,1200,30230242,1378,18727341,40412,2810855761,40412,640616499
2014–15,Self preparer,Male,Taxable,QLD,e. 35 - 39,32534,31959,2485872792,32534,2578849998,12939,35645862,6796,9700091,22198,7006549,4089,6545204,21157,27251285,13900,5515751,4603,956015,29164,98044934,696,2288744,408,1587591,2062,-17395941,2474,-15808350,1083,43642888,1012,25820221,1141,17987702,32534,2480663255,32534,598696926
2014–15,Self preparer,Male,Taxable,QLD,f. 40 - 44,28526,27908,2290529957,28525,2398702407,10234,27941102,5465,8328205,18924,5738964,3121,4734108,18333,23419565,12761,5143512,4085,1079128,25519,83476638,740,4502011,396,1794034,1792,-17722496,2193,-15928462,921,50248385,910,29823124,993,19638719,28526,2315034852,28526,581426953
2014–15,Self preparer,Male,Taxable,QLD,g. 45 - 49,22184,21568,1780955407,22184,1875875776,7022,18629207,3612,5966785,14370,4178256,1991,2500270,14128,17062560,10174,4590062,3179,778263,19719,61140773,590,4519193,415,2342964,1468,-15901227,1886,-13558263,717,36940816,692,23941742,747,12403080,22184,1814480518,22184,458682695
2014–15,Self preparer,Male,Taxable,QLD,h. 50 - 54,19254,18528,1479481259,19254,1580625496,5362,13371336,2674,4617070,12458,3440083,1360,1621558,11973,13201199,9217,4006642,2486,604390,17199,47933658,564,4592569,483,3122222,1355,-14185932,1838,-11063710,627,48206364,602,34732188,656,13195131,19254,1532605333,19254,381746403
2014–15,Self preparer,Male,Taxable,QLD,i. 55 - 59,14887,13794,1021428478,14887,1181070003,3602,8560783,1675,2818672,9018,2373825,757,792471,8695,9107723,7486,3141254,1732,392411,13063,34478881,530,3726286,543,3492234,988,-9720308,1531,-6228074,535,34168777,511,21080705,554,12542585,14887,1146472563,14887,267485426
2014–15,Self preparer,Male,Taxable,QLD,j. 60 - 64,10109,8892,570417386,10109,689607316,2153,4753150,939,1609642,5613,1440476,390,338578,5264,5176357,5177,2575586,1116,331597,8637,23062441,443,5733846,464,3697405,560,-4846558,1025,-1149153,382,28210015,381,17450766,398,10507873,10109,666494582,10109,145283467
2014–15,Self preparer,Male,Taxable,QLD,k. 65 - 69,4237,2991,168256036,4237,265404402,656,1461781,266,443911,1691,394886,96,87955,1623,1532919,2151,1345687,479,115964,3308,9046148,287,4331020,308,2792578,203,-1498495,511,1294083,173,11387272,168,6280109,175,4736486,4237,256315175,4237,47987643
